0,1,1,0,427500,0,0,0,0,-12005,-4542,0,2
0,1,1,0,427500,0,0,0,0,-12005,-4542,0,2
0,1,1,0,112500,0,1,1,1,-21474,-1134,1,2
1,0,1,0,270000,1,1,2,1,-19110,-3051,2,1
1,0,1,0,270000,1,1,2,1,-19110,-3051,2,1
1,0,1,0,270000,1,1,2,1,-19110,-3051,2,1
1,0,1,0,270000,1,1,2,1,-19110,-3051,2,1
1,0,1,0,283500,2,0,3,1,-22464,365243,0,1
1,0,1,0,283500,2,0,3,1,-22464,365243,0,1
1,0,1,0,283500,2,0,3,1,-22464,365243,0,1
0,1,1,0,270000,0,0,1,1,-16872,-769,3,2
0,1,1,0,270000,0,0,1,1,-16872,-769,3,2
0,1,1,0,270000,0,0,1,1,-16872,-769,3,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
0,1,1,0,135000,1,1,1,1,-17778,-1194,4,2
1,1,0,0,130500,0,2,1,1,-10669,-1103,3,2
1,1,0,0,130500,0,2,1,1,-10669,-1103,3,2
1,0,1,0,157500,0,1,1,1,-10031,-1469,4,2
1,0,1,0,157500,0,1,1,1,-10031,-1469,4,2
1,0,1,0,157500,0,1,1,1,-10031,-1469,4,2
1,0,1,1,112500,0,1,2,1,-10968,-1620,0,2
1,0,1,1,112500,0,1,2,1,-10968,-1620,0,2
1,0,1,1,112500,0,1,2,1,-10968,-1620,0,2
0,1,1,3,270000,0,1,1,1,-12689,-1163,4,5
0,1,1,3,270000,0,1,1,1,-12689,-1163,4,5
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,0,1,1,405000,1,0,1,1,-11842,-2016,5,3
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
0,1,1,0,112500,1,1,1,1,-20502,-4450,6,2
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
1,1,1,2,135000,0,1,1,1,-15761,-3173,4,4
